Player,Team,Position,LiveRkOv,Status (Pilot),Opponent,FPTS,FP/G,GP,GS,MIN,G,KP,AT,SOT,TKW,YC,RC,PEN,ACNC,INT,CLR,BS,DW,DL,LBA,PKM,PKD,OG,GAO,CS,GW,Ghost Points,Negative Fpts,PTS,DPT,OFF,PKG,GPR,Default FPTS,Default Ghosts,Default Negative FPTS,Status (Default),Delta,Delta Ghosts,Delta Negative FPTS
Thiago Silva,CHE,D,87,Boss,MCI Sun 8:30AM,12.5,12.5,1,1,90,0,0,0,0,1,0,0,0,0,1,8,0,5,0,2,0,0,0,0,1,7,6.5,0.0,0,0,0,0,0.52,10.0,4.0,0.0,Adam,2.5,2.5,0.0
Jacob Ramsey,AVL,M,308,Catts4En,FUL Sun 6:00AM,12.5,12.5,1,0,32,1,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,7,4.0,-0.5,1,0,0,0,0.32,12.0,3.5,-0.5,W (Thu),0.5,0.5,0.0
Joel Ward,CRY,D,199,W (Thu),EVE Sat 7:00AM,12.25,12.25,1,1,90,0,0,0,0,2,1,0,0,0,2,5,1,8,8,0,0,0,0,0,1,7,9.25,-3.0,0,5,0,0,0.76,14.25,10.25,-2.0,W (Thu),-2.0,-1.0,-1.0
Kai Havertz,ARS,F,175,KFC,BUR Sat 7:00AM,12.0,12.0,1,1,80,1,0,0,1,1,1,0,0,0,0,1,0,5,5,0,0,0,0,0,1,7,5.25,-2.25,1,5,0,1,0.44,9.0,3.0,-3.0,W (Thu),3.0,2.25,0.75
Mathias Jensen,BRF,M,16,Bfred,@LIV Sun 6:00AM,11.5,11.5,1,1,68,0,2,1,0,1,0,0,0,0,1,2,0,3,5,1,0,0,0,1,0,7,5.75,-1.25,1,0,0,0,0.5,10.5,6.0,-1.5,Pancake,1.0,-0.25,0.25
Mykhailo Mudryk,CHE,M,171,tottiand,MCI Sun 8:30AM,11.5,11.5,1,1,45,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,7,3.0,-0.5,1,0,0,0,0.26,11.0,2.0,0.0,Pancake,0.5,1.0,-0.5
Ansu Fati,BHA,F,233,Bfred,SHU Sun 6:00AM,11.25,11.25,1,0,45,1,1,0,1,0,1,0,0,0,0,0,0,3,5,0,0,0,0,3,0,7,4.5,-2.25,1,5,0,0,0.4,11.0,4.5,-2.5,4b. DcbB,0.25,0.0,0.25
Kurt Zouma,WHU,D,128,draft,NOT Sun 6:00AM,11.25,11.25,1,1,90,0,1,0,0,0,0,0,0,0,1,6,1,2,3,2,0,0,0,0,1,7,6.0,-0.75,0,1,0,0,0.53,13.5,7.5,0.0,W (Thu),-2.25,-1.5,-0.75
Amadou Onana,EVE,M,99,chukdave,@CRY Sat 7:00AM,11.25,11.25,1,1,90,0,1,0,1,2,0,0,0,0,1,1,0,13,9,7,0,0,0,2,0,7,13.5,-2.25,0,2,1,0,1.2,12.0,12.0,0.0,W (Thu),-0.75,1.5,-2.25
Dan Burn,NEW,D,82,tottiand,@BOU Sat 9:30AM,11.0,11.0,1,1,90,0,0,0,0,0,0,0,0,0,0,1,2,8,5,0,0,0,0,0,1,7,6.25,-1.25,0,0,0,0,0.57,15.25,9.25,0.0,dsb_ff,-4.25,-3.0,-1.25
Fabian Schar,NEW,D,46,xxx,@BOU Sat 9:30AM,10.75,10.75,1,1,90,0,0,0,0,1,0,0,0,0,0,2,0,4,1,8,0,0,0,0,1,7,5.0,-0.25,0,1,0,0,0.47,10.5,4.5,0.0,Maddihat,0.25,0.5,-0.25
Harry Toffolo,NOT,D,134,W (Thu),@WHU Sun 6:00AM,10.75,10.75,1,0,29,0,1,1,0,0,0,0,0,1,0,3,1,0,1,1,0,0,0,0,0,7,4.0,-0.25,1,0,0,0,0.37,11.75,4.75,0.0,W (Thu),-1.0,-0.75,-0.25
Joao Pedro,BHA,F,95,KFC,SHU Sun 6:00AM,10.5,10.5,1,0,45,0,2,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,7,4.5,-1.0,1,1,1,0,0.43,12.5,7.5,-1.0,Maddihat,-2.0,-3.0,0.0
Jordan Ayew,CRY,F,37,Badger12,EVE Sat 7:00AM,10.5,10.5,1,1,90,0,1,0,0,2,0,0,0,0,2,0,0,18,10,0,0,0,0,0,1,7,13.0,-2.5,0,0,0,0,1.24,10.5,13.5,-3.0,dsb_ff,0.0,-0.5,0.5
Gabriel Magalhaes,ARS,D,141,ZB,BUR Sat 7:00AM,10.25,10.25,1,1,90,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,0,1,7,4.25,0.0,0,1,0,0,0.41,8.5,2.5,0.0,W (Thu),1.75,1.75,0.0
Jeremy Doku,MCI,F,21,ZB,@CHE Sun 8:30AM,10.0,10.0,1,1,90,0,4,0,1,0,1,0,0,1,1,0,0,9,6,0,0,0,0,2,0,7,12.5,-2.5,0,5,0,0,1.25,15.5,18.0,-2.5,Kish123,-5.5,-5.5,0.0
Antonee Robinson,FUL,D,133,W (Thu),@AVL Sun 6:00AM,10.0,10.0,1,1,90,0,1,0,0,3,0,0,0,1,6,0,0,7,4,0,0,0,0,2,0,7,13.0,-1.0,0,3,0,0,1.3,8.5,13.0,-4.5,Vroom,1.5,0.0,3.5
Bruno Fernandes,MUN,M,8,ZB,LUT Sat 7:00AM,9.75,9.75,1,1,90,0,3,0,1,2,0,0,0,1,0,2,0,4,5,6,0,0,0,1,0,7,11.0,-1.25,0,1,1,0,1.13,11.0,11.0,0.0,4b. DcbB,-1.25,0.0,-1.25
Vitalii Mykolenko,EVE,D,78,chukdave,@CRY Sat 7:00AM,9.75,9.75,1,1,90,0,3,0,0,4,0,0,0,1,0,2,0,10,3,4,0,0,0,2,0,7,12.5,-0.75,0,0,0,0,1.28,9.5,13.5,-4.0,avitek,0.25,-1.0,3.25
Cristian Romero,TOT,D,40,TranzOTF,@WOL Sat 4:30AM,9.5,9.5,1,1,90,0,1,0,0,3,1,0,0,0,3,1,0,10,3,2,0,0,0,1,0,7,11.25,-1.75,0,4,0,0,1.18,9.25,13.25,-4.0,Adam,0.25,-2.0,2.25
Dominik Szoboszlai,LIV,M,19,Boss,BRF Sun 6:00AM,9.25,9.25,1,1,90,0,1,0,1,1,0,0,0,2,1,1,1,4,4,2,0,0,0,2,0,7,10.25,-1.0,0,0,0,0,1.11,10.0,10.0,0.0,Kish123,-0.75,0.25,-1.0
Marc Cucurella,CHE,D,225,Badger12,MCI Sun 8:30AM,9.25,9.25,1,1,90,0,0,0,0,1,1,0,0,0,1,6,0,3,2,1,0,0,0,0,1,7,4.75,-1.5,0,4,0,0,0.51,8.5,4.5,-2.0,Kish123,0.75,0.25,0.5
Enzo Fernandez,CHE,M,86,draft,MCI Sun 8:30AM,9.0,9.0,1,1,88,0,1,0,1,2,0,0,0,0,1,2,1,5,5,1,0,0,0,0,1,7,9.25,-1.25,0,1,0,0,1.03,9.0,9.0,-1.0,avitek,0.0,0.25,-0.25
Sean Longstaff,NEW,M,81,ZB,@BOU Sat 9:30AM,9.0,9.0,1,1,90,0,1,0,0,2,0,0,0,1,1,1,2,4,3,2,0,0,0,0,1,7,8.75,-0.75,0,0,0,0,0.97,9.0,8.5,-0.5,dsb_ff,0.0,0.25,-0.25
Oscar Bobb,MCI,M,285,W (Thu),@CHE Sun 8:30AM,9.0,9.0,1,0,45,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,7,2.5,-0.5,0,1,0,0,0.28,8.5,3.0,-0.5,W (Thu),0.5,-0.5,0.0
Jamaal Lascelles,NEW,D,217,Badger12,@BOU Sat 9:30AM,8.75,8.75,1,1,90,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,1,7,3.25,-0.5,0,1,0,0,0.37,12.25,6.25,0.0,W (Thu),-3.5,-3.0,-0.5
Cheick Doucoure,CRY,M,123,TranzOTF,EVE Sat 7:00AM,8.5,8.5,1,1,90,0,0,0,0,1,0,0,0,0,5,2,0,7,8,0,0,0,0,0,1,7,9.5,-2.0,0,0,0,0,1.12,6.5,7.5,-2.0,W (Thu),2.0,2.0,0.0
Michail Antonio,WHU,F,108,ZB,NOT Sun 6:00AM,8.25,8.25,1,1,71,0,2,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,7,2.5,-1.25,1,0,0,0,0.3,9.0,4.0,-1.0,Pancake,-0.75,-1.5,-0.25
Axel Disasi,CHE,D,120,ZB,MCI Sun 8:30AM,8.25,8.25,1,1,90,0,0,0,0,0,0,0,0,0,0,5,0,2,2,2,0,0,0,0,1,7,2.75,-0.5,0,0,1,0,0.33,9.25,3.25,0.0,dsb_ff,-1.0,-0.5,-0.5
James Garner,EVE,M,59,Badger12,@CRY Sat 7:00AM,8.25,8.25,1,1,90,0,3,0,1,0,0,0,0,1,0,0,0,4,2,3,0,0,0,2,0,7,8.75,-0.5,0,0,0,0,1.06,10.5,10.5,0.0,Vroom,-2.25,-1.75,-0.5
Marvelous Nakamba,LUT,M,180,W (Thu),@MUN Sat 7:00AM,8.25,8.25,1,1,90,0,1,0,0,4,0,0,0,0,2,0,0,9,7,2,0,0,0,1,0,7,10.0,-1.75,0,2,0,0,1.21,9.5,9.5,0.0,W (Thu),-1.25,0.5,-1.75
James Maddison,TOT,M,2,Sean,@WOL Sat 4:30AM,8.0,8.0,1,1,88,0,4,0,2,0,0,0,0,0,0,0,0,2,5,1,0,0,0,1,0,7,9.25,-1.25,0,0,0,0,1.16,12.0,12.0,0.0,Maddihat,-4.0,-2.75,-1.25
James Tarkowski,EVE,D,29,Boss,@CRY Sat 7:00AM,8.0,8.0,1,1,90,0,2,0,0,1,0,0,0,0,0,5,2,5,5,12,0,0,0,2,0,7,11.25,-1.25,0,1,0,0,1.41,8.25,12.25,-4.0,Adam,-0.25,-1.0,2.75
Mason Mount,MUN,M,297,Badger12,LUT Sat 7:00AM,8.0,8.0,1,1,76,0,1,0,0,4,1,0,0,0,1,0,0,12,6,2,0,0,0,1,0,7,10.5,-2.5,0,4,0,0,1.31,7.0,10.5,-3.5,dsb_ff,1.0,0.0,1.0
Elliot Anderson,NEW,M,201,W (Thu),@BOU Sat 9:30AM,8.0,8.0,1,1,63,0,0,0,2,0,0,0,0,1,0,2,0,6,6,0,0,0,0,0,1,7,8.5,-1.5,0,1,0,0,1.06,8.0,7.5,-0.5,avitek,0.0,1.0,-1.0
Conor Gallagher,CHE,M,30,Boss,MCI Sun 8:30AM,7.75,7.75,1,1,90,0,1,0,0,3,0,0,0,0,1,0,0,9,5,0,0,0,0,0,1,7,8.0,-1.25,0,3,0,0,1.03,8.0,7.5,-0.5,Maddihat,-0.25,0.5,-0.75
Manuel Akanji,MCI,D,127,Sean,@CHE Sun 8:30AM,7.75,7.75,1,1,90,0,1,0,1,3,0,0,0,0,0,2,1,8,4,3,0,0,0,2,0,7,10.75,-1.0,0,1,0,0,1.39,6.5,10.5,-4.0,dsb_ff,1.25,0.25,3.0
William Saliba,ARS,D,97,Catts4En,BUR Sat 7:00AM,7.5,7.5,1,1,90,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,7,2.0,-0.5,0,0,0,0,0.27,8.0,2.0,0.0,W (Thu),-0.5,0.0,-0.5
Pape Sarr,TOT,M,70,Sean,@WOL Sat 4:30AM,7.5,7.5,1,1,82,0,0,0,1,2,0,0,0,0,1,1,1,5,3,2,0,0,0,1,0,7,8.25,-0.75,0,0,0,0,1.1,7.0,8.0,-1.0,4b. DcbB,0.5,0.25,0.25
Moises Caicedo,CHE,M,184,Catts4En,MCI Sun 8:30AM,7.5,7.5,1,1,88,0,0,0,0,2,0,0,0,0,1,0,1,7,4,4,0,0,0,0,1,7,7.5,-1.0,0,2,0,0,1.0,6.5,6.0,-0.5,W (Thu),1.0,1.5,-0.5
Boubacar Kamara,AVL,M,119,W (Thu),FUL Sun 6:00AM,7.5,7.5,1,1,88,0,0,0,0,3,0,0,0,0,1,0,1,10,5,1,0,0,0,1,0,7,8.75,-1.25,0,3,0,0,1.17,5.5,5.5,0.0,W (Thu),2.0,3.25,-1.25
Nelson Semedo,WOL,D,174,xxx,TOT Sat 4:30AM,7.5,7.5,1,1,90,0,0,0,0,2,0,0,0,0,3,4,1,4,3,1,0,0,0,1,0,7,8.25,-0.75,0,1,0,0,1.1,5.0,8.0,-3.0,W (Thu),2.5,0.25,2.25
Sander Berge,BUR,M,190,W (Thu),@ARS Sat 7:00AM,7.5,7.5,1,1,87,0,2,0,0,0,0,0,0,0,1,2,1,7,2,0,0,0,0,2,0,7,8.0,-0.5,0,0,0,0,1.07,7.0,7.5,-0.5,W (Thu),0.5,0.5,0.0
Craig Dawson,WOL,D,102,Boss,TOT Sat 4:30AM,7.25,7.25,1,1,90,0,0,0,0,0,0,0,0,0,0,7,3,2,0,6,0,0,0,1,0,7,7.25,0.0,0,0,1,0,1.0,4.75,6.75,-2.0,W (Thu),2.5,0.5,2.0
Sofyan Amrabat,MUN,M,279,ZB,LUT Sat 7:00AM,7.25,7.25,1,1,90,0,0,0,0,3,1,0,0,0,2,1,1,7,9,9,0,0,0,1,0,7,10.5,-3.25,0,8,0,0,1.45,3.5,6.5,-3.0,W (Thu),3.75,4.0,-0.25
Dejan Kulusevski,TOT,M,48,ZB,@WOL Sat 4:30AM,7.0,7.0,1,1,90,0,5,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,1,0,7,7.75,-0.75,0,0,1,0,1.11,13.5,14.0,-0.5,Vroom,-6.5,-6.25,-0.25
Dwight McNeil,EVE,M,147,TranzOTF,@CRY Sat 7:00AM,7.0,7.0,1,1,83,0,2,0,0,1,0,0,0,1,0,0,1,8,6,0,0,0,0,2,0,7,8.5,-1.5,0,0,0,0,1.21,9.5,10.0,-0.5,deceptiv,-2.5,-1.5,-1.0
Willy Boly,NOT,D,34,Catts4En,@WHU Sun 6:00AM,7.0,7.0,1,1,90,0,0,0,0,1,0,0,0,0,0,5,4,4,3,0,0,0,0,1,0,7,7.75,-0.75,0,1,0,0,1.11,7.25,9.25,-2.0,Pancake,-0.25,-1.5,1.25
Nathan Collins,BRF,D,52,draft,@LIV Sun 6:00AM,7.0,7.0,1,1,90,0,0,0,0,0,0,0,0,0,4,1,0,6,2,1,0,0,0,1,0,7,7.5,-0.5,0,1,0,0,1.07,8.25,10.25,-2.0,Pancake,-1.25,-2.75,1.5
Jack Robinson,SHU,D,249,W (Thu),@BHA Sun 6:00AM,7.0,7.0,1,1,90,0,2,0,0,3,0,0,0,0,0,8,1,6,4,2,0,0,0,2,0,7,10.0,-1.0,0,0,0,0,1.43,8.0,12.0,-4.0,W (Thu),-1.0,-2.0,3.0
Declan Rice,ARS,M,41,xxx,BUR Sat 7:00AM,6.75,6.75,1,1,80,0,1,0,0,2,0,0,0,0,1,1,1,4,4,2,0,0,0,0,1,7,6.75,-1.0,0,0,0,0,1.0,7.0,6.0,0.0,dsb_ff,-0.25,0.75,-1.0
Ethan Pinnock,BRF,D,28,Sean,@LIV Sun 6:00AM,6.75,6.75,1,1,90,0,0,0,1,0,0,0,0,0,1,2,1,6,5,2,0,0,0,1,0,7,8.0,-1.25,0,0,0,0,1.19,8.5,10.5,-2.0,4b. DcbB,-1.75,-2.5,0.75
Raphael Varane,MUN,D,232,W (Thu),LUT Sat 7:00AM,6.75,6.75,1,1,86,0,1,0,0,3,0,0,0,0,0,4,0,7,1,0,0,0,0,1,0,7,7.0,-0.25,0,0,0,0,1.04,7.5,10.0,-2.5,W (Thu),-0.75,-3.0,2.25
Issa Kabore,LUT,D,142,W (Thu),@MUN Sat 7:00AM,6.75,6.75,1,1,90,0,0,0,0,3,1,0,0,0,2,5,1,6,5,1,0,0,0,1,0,7,9.0,-2.25,0,4,0,0,1.33,4.25,8.25,-4.0,W (Thu),2.5,0.75,1.75
Bryan Mbeumo,BRF,F,9,tottiand,@LIV Sun 6:00AM,6.5,6.5,1,1,90,0,4,0,0,0,0,0,0,1,0,0,0,5,5,1,0,0,0,1,0,7,7.75,-1.25,0,0,0,0,1.19,11.5,12.5,-1.0,XXX,-5.0,-4.75,-0.25
Phil Foden,MCI,M,17,Boss,@CHE Sun 8:30AM,6.5,6.5,1,1,90,0,3,0,0,1,0,0,0,1,0,1,0,5,3,0,0,0,0,2,0,7,7.25,-0.75,0,1,0,0,1.12,8.5,9.0,-0.5,XXX,-2.0,-1.75,-0.25
Iyenoma Destiny Udogie,TOT,D,105,Sean,@WOL Sat 4:30AM,6.5,6.5,1,1,82,0,3,0,0,1,1,0,0,0,2,3,0,6,7,0,0,0,0,1,0,7,9.25,-2.75,0,6,1,0,1.42,6.75,10.75,-4.0,Vroom,-0.25,-1.5,1.25
Vinicius de Souza Costa,SHU,M,131,W (Thu),@BHA Sun 6:00AM,6.5,6.5,1,1,90,0,0,0,0,3,0,0,0,0,1,2,0,8,5,3,0,0,0,2,0,7,7.75,-1.25,0,3,0,0,1.19,5.5,6.0,-0.5,W (Thu),1.0,1.75,-0.75
Jack Harrison,EVE,M,193,ZB,@CRY Sat 7:00AM,6.0,6.0,1,0,45,0,2,0,0,0,0,0,0,2,1,1,0,3,4,1,0,0,0,0,0,7,7.0,-1.0,0,2,0,0,1.17,7.0,7.0,0.0,4b. DcbB,-1.0,0.0,-1.0
Billy Gilmour,BHA,M,154,tottiand,SHU Sun 6:00AM,6.0,6.0,1,1,90,0,2,0,0,0,0,0,0,0,0,1,1,5,2,3,0,0,0,6,0,7,6.5,-0.5,0,0,0,0,1.08,6.5,6.5,0.0,avitek,-0.5,0.0,-0.5
Pedro Neto,WOL,F,13,TranzOTF,TOT Sat 4:30AM,5.75,5.75,1,1,90,0,0,1,0,0,1,0,0,0,0,1,0,3,8,0,0,0,0,1,0,7,1.75,-3.0,0,6,0,0,0.3,4.0,1.0,-3.0,Kish123,1.75,0.75,0.0
Yoane Wissa,BRF,F,32,ZB,@LIV Sun 6:00AM,5.75,5.75,1,1,90,0,1,0,1,1,0,0,0,0,1,0,0,4,3,0,0,0,0,1,0,7,6.5,-0.75,0,0,0,0,1.13,6.0,6.5,-0.5,Adam,-0.25,0.0,-0.25
Rasmus Hojlund,MUN,F,305,Badger12,LUT Sat 7:00AM,5.75,5.75,1,1,90,0,1,0,2,0,0,0,0,0,0,1,0,3,4,0,0,0,0,1,0,7,6.75,-1.0,0,0,1,0,1.17,7.5,9.0,-1.5,Maddihat,-1.75,-2.25,0.5
Andrew Robertson,LIV,D,88,Badger12,BRF Sun 6:00AM,5.5,5.5,1,1,90,0,4,0,1,1,1,0,0,0,1,2,0,2,4,2,0,0,0,2,0,7,9.5,-2.0,0,4,0,0,1.73,7.5,13.5,-6.0,Kish123,-2.0,-4.0,4.0
Solly March,BHA,M,50,Catts4En,SHU Sun 6:00AM,5.5,5.5,1,1,61,0,0,0,0,3,0,0,0,1,0,1,0,6,1,0,0,0,0,3,0,7,5.75,-0.25,0,1,1,0,1.05,4.5,4.5,0.0,Maddihat,1.0,1.25,-0.25
Murillo,NOT,M,209,W (Thu),@WHU Sun 6:00AM,5.5,5.5,1,1,90,0,0,0,0,0,0,0,0,0,1,11,1,3,4,1,0,0,0,1,0,7,6.5,-1.0,0,0,0,0,1.18,3.0,3.5,-0.5,W (Thu),2.5,3.0,-0.5
Reece Burke,LUT,D,181,W (Thu),@MUN Sat 7:00AM,5.5,5.5,1,1,45,0,0,0,0,1,0,0,0,0,2,2,1,4,2,0,0,0,0,1,0,7,6.0,-0.5,0,1,0,0,1.09,5.5,7.5,-2.0,W (Thu),0.0,-1.5,1.5
Orel Mangala,NOT,M,188,W (Thu),@WHU Sun 6:00AM,5.5,5.5,1,1,90,0,0,0,0,1,0,0,0,0,3,1,0,4,1,0,0,0,0,1,0,7,5.75,-0.25,0,1,0,0,1.05,6.0,6.0,0.0,W (Thu),-0.5,-0.25,-0.25
Kyle Walker,MCI,D,69,Catts4En,@CHE Sun 8:30AM,5.25,5.25,1,1,90,0,1,0,1,0,1,0,0,1,1,0,0,5,2,5,0,0,0,2,0,7,8.75,-1.5,0,4,0,0,1.67,0.0,6.0,-6.0,Kish123,5.25,2.75,4.5
Yves Bissouma,TOT,M,100,Bfred,@WOL Sat 4:30AM,5.25,5.25,1,1,88,0,0,0,0,3,1,0,0,0,1,2,0,8,4,1,0,0,0,1,0,7,7.25,-2.0,0,5,0,0,1.38,1.5,4.0,-2.5,Adam,3.75,3.25,0.5
Manor Solomon,TOT,F,213,W (Thu),@WOL Sat 4:30AM,5.25,5.25,1,0,20,0,3,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,7,5.5,-0.25,0,0,1,0,1.05,9.0,9.0,0.0,W (Thu),-3.75,-3.5,-0.25
Ryan Christie,BOU,M,136,W (Thu),NEW Sat 9:30AM,5.25,5.25,1,1,82,0,1,0,1,1,0,0,1,0,1,0,0,5,7,4,0,0,0,3,0,7,8.0,-2.75,0,2,0,0,1.52,7.5,8.5,-1.0,Vroom,-2.25,-0.5,-1.75
Luis Sinisterra,BOU,F,289,W (Thu),NEW Sat 9:30AM,5.25,5.25,1,0,30,0,1,0,0,2,0,0,0,0,1,0,0,5,2,1,0,0,0,1,0,7,5.75,-0.5,0,1,0,0,1.1,6.0,6.0,0.0,W (Thu),-0.75,-0.25,-0.5
Diogo Dalot,MUN,D,83,xxx,LUT Sat 7:00AM,5.0,5.0,1,1,90,0,2,0,0,1,0,0,0,1,0,0,1,3,4,0,0,0,0,1,0,7,6.0,-1.0,0,0,0,0,1.2,6.5,9.0,-2.5,4b. DcbB,-1.5,-3.0,1.5
Joao Palhinha,FUL,M,42,draft,@AVL Sun 6:00AM,5.0,5.0,1,1,90,0,0,0,0,1,0,0,0,0,2,0,0,5,7,7,0,0,0,2,0,7,6.75,-1.75,0,1,1,0,1.35,1.5,3.0,-1.5,W (Thu),3.5,3.75,-0.25
Gustavo Hamer,SHU,M,116,KFC,@BHA Sun 6:00AM,5.0,5.0,1,1,78,0,3,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,7,5.5,-0.5,0,1,0,0,1.1,9.0,9.0,0.0,XXX,-4.0,-3.5,-0.5
Lewis Cook,BOU,M,238,W (Thu),NEW Sat 9:30AM,5.0,5.0,1,1,90,0,0,0,0,0,0,0,0,0,4,0,0,3,4,2,0,0,0,4,0,7,6.0,-1.0,0,2,0,0,1.2,5.5,5.5,0.0,W (Thu),-0.5,0.5,-1.0
Mads Andersen,LUT,D,219,W (Thu),@MUN Sat 7:00AM,5.0,5.0,1,0,45,0,0,0,0,0,0,0,0,0,0,8,2,3,3,1,0,0,0,0,0,7,5.75,-0.75,0,0,0,0,1.15,6.0,6.0,0.0,W (Thu),-1.0,-0.25,-0.75
Ibrahim Sangare,NOT,M,231,W (Thu),@WHU Sun 6:00AM,4.75,4.75,1,1,76,0,0,0,0,1,1,0,0,0,1,2,2,4,4,3,0,0,0,1,0,7,6.75,-2.0,0,3,0,0,1.42,4.5,6.5,-2.0,W (Thu),0.25,0.25,0.0
Luke Thomas,SHU,D,381,W (Thu),@BHA Sun 6:00AM,4.75,4.75,1,1,90,0,1,0,0,0,0,0,0,3,0,0,2,3,6,3,0,0,0,2,0,7,8.25,-1.5,0,0,0,0,1.74,5.5,10.0,-4.5,W (Thu),-0.75,-1.75,3.0
Max Kilman,WOL,D,98,Bfred,TOT Sat 4:30AM,4.5,4.5,1,1,90,0,0,0,0,0,0,0,0,0,1,7,1,1,3,4,0,0,0,1,0,7,5.25,-0.75,0,2,0,0,1.17,1.75,3.75,-2.0,W (Thu),2.75,1.5,1.25
Edson Alvarez,WHU,M,198,W (Thu),NOT Sun 6:00AM,4.5,4.5,1,1,71,0,0,0,1,1,1,0,0,0,0,1,0,4,5,4,0,0,0,0,1,7,5.75,-2.25,0,5,0,0,1.28,2.5,4.5,-3.0,W (Thu),2.0,1.25,0.75
Josh Cullen,BUR,M,164,W (Thu),@ARS Sat 7:00AM,4.5,4.5,1,1,90,0,0,0,0,2,0,0,0,0,1,4,0,4,4,2,0,0,0,2,0,7,5.5,-1.0,0,1,0,0,1.22,3.0,3.0,0.0,W (Thu),1.5,2.5,-1.0
Morgan Gibbs-White,NOT,M,71,Bfred,@WHU Sun 6:00AM,4.25,4.25,1,0,28,0,1,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,0,0,0,7,4.5,-0.25,0,1,0,0,1.06,4.0,4.0,0.0,XXX,0.25,0.5,-0.25
Casemiro,MUN,M,118,draft,LUT Sat 7:00AM,4.25,4.25,1,1,90,0,1,0,0,2,1,0,0,0,0,1,0,8,10,6,0,0,0,1,0,7,7.75,-3.5,0,6,0,0,1.82,3.0,6.5,-3.5,dsb_ff,1.25,1.25,0.0
Serge Aurier,NOT,D,153,W (Thu),@WHU Sun 6:00AM,4.25,4.25,1,1,90,0,0,0,0,2,0,0,0,1,1,1,0,4,4,0,0,0,0,1,0,7,5.25,-1.0,0,0,0,0,1.24,1.25,4.25,-3.0,Pancake,3.0,1.0,2.0
Ezri Konsa,AVL,D,103,KFC,FUL Sun 6:00AM,4.25,4.25,1,1,90,0,0,0,0,0,1,0,0,0,0,5,2,4,1,1,0,0,0,1,0,7,5.5,-1.25,0,4,0,0,1.29,-0.75,3.25,-4.0,W (Thu),5.0,2.25,2.75
Kristoffer Ajer,BRF,D,173,tottiand,@LIV Sun 6:00AM,4.25,4.25,1,1,88,0,0,0,0,2,0,0,0,0,1,1,0,6,5,1,0,0,0,1,0,7,5.5,-1.25,0,2,0,0,1.29,4.75,7.25,-2.5,W (Thu),-0.5,-1.75,1.25
Idrissa Gueye,EVE,M,237,W (Thu),@CRY Sat 7:00AM,4.25,4.25,1,1,45,0,0,0,0,2,0,0,0,0,0,1,0,6,1,1,0,0,0,2,0,7,4.5,-0.25,0,0,0,0,1.06,3.5,3.5,0.0,W (Thu),0.75,1.0,-0.25
Mads Roerslev,BRF,D,257,W (Thu),@LIV Sun 6:00AM,4.25,4.25,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,7,4.25,0.0,0,0,0,0,1.0,5.0,5.0,0.0,W (Thu),-0.75,-0.75,0.0
Jack Hinshelwood,BHA,M,384,W (Thu),SHU Sun 6:00AM,4.25,4.25,1,1,85,0,2,0,0,0,0,0,0,0,3,0,0,1,5,0,0,0,0,5,0,7,5.5,-1.25,0,2,0,0,1.29,7.0,7.0,0.0,W (Thu),-2.75,-1.5,-1.25
Philip Billing,BOU,M,58,Bfred,NEW Sat 9:30AM,4.0,4.0,1,1,74,0,0,0,0,0,0,0,0,0,2,0,0,5,2,0,0,0,0,3,0,7,4.5,-0.5,0,1,0,0,1.12,2.5,2.5,0.0,deceptiv,1.5,2.0,-0.5
Andreas Pereira,FUL,M,124,KFC,@AVL Sun 6:00AM,3.75,3.75,1,1,74,0,2,0,0,0,1,0,0,0,1,0,0,3,2,3,0,0,0,2,0,7,5.25,-1.5,0,5,0,0,1.4,3.5,5.5,-2.0,deceptiv,0.25,-0.25,0.5
Jarrad Branthwaite,EVE,D,101,Catts4En,@CRY Sat 7:00AM,3.75,3.75,1,1,90,0,0,0,0,1,0,0,0,0,2,2,0,8,7,2,0,0,0,2,0,7,7.5,-1.75,0,3,0,0,2.0,3.5,7.5,-4.0,W (Thu),0.25,0.0,2.25
Rayan Ait-Nouri,WOL,D,194,W (Thu),TOT Sat 4:30AM,3.75,3.75,1,1,73,0,0,0,0,0,0,0,0,0,1,1,1,5,4,0,0,0,0,1,0,7,4.75,-1.0,0,2,0,0,1.27,1.25,3.25,-2.0,W (Thu),2.5,1.5,1.0
